Timestamp,Vehicle Angle,VehicleID,VehiclePos,VehiclePos,Longitude,latitude
51,72.995593,veh1,6.696223,1.596223,-6.257419,53.348783
52,68.722326,veh0,16.944575,7.674351,-6.257623,53.352708
52,72.995593,veh1,9.625409,2.929186,-6.257376,53.348789
53,68.298078,veh0,7.716313,8.241738,-6.257507,53.352733
53,72.995593,veh1,14.13937,4.51396,-6.257311,53.3488
54,68.298078,veh0,15.97555,8.259237,-6.25739,53.352758
54,74.896031,veh1,5.33003,6.010661,-6.257223,53.348812
55,68.302716,veh0,0.629588,8.184038,-6.257274,53.352782
55,74.896031,veh1,12.835695,7.505664,-6.257113,53.348827
56,68.334911,veh0,8.163831,7.534243,-6.257167,53.352805
56,74.896031,veh1,20.222177,7.386482,-6.257005,53.348842
57,68.334911,veh0,16.051195,7.887364,-6.257056,53.352828
57,74.896031,veh1,27.921478,7.699301,-6.256892,53.348857
58,68.334911,veh0,24.249235,8.19804,-6.25694,53.352853
58,72.695635,veh1,34.862769,6.94129,-6.256791,53.348873
59,68.334911,veh0,32.385321,8.136087,-6.256824,53.352877
59,72.32226,veh1,42.264792,7.402023,-6.256684,53.348891
